text,class,infoclass,city
grossa buca davanti civico A,3,Manutenzione,negrar
Buongiorno Vorrei segnalare che ormai da mesi febbraio se non sbaglio  il tratto di Via Zara che costeggia il palazzo della Regione di Viale Trento   transennato e chiuso sia per la sosta  sia sopratutto per il transito  costringendo gli automobilisti ad un improbabile giro per tornare in Viale Trento dalla parte bassa di Via Vittorio Veneto  Il tratto di Via Zara  stato chiuso in seguito se non sbaglio alla caduta di vetrate dal palazzo della regione per il forte vento  Persone che lavorano all interno di questo palazzo  mi hanno riferito che la situazione  stata posta in sicurezza ormai da tempo  mentre il tratto stradale continua ad essere transennato  Segnalerei anche che la semplice apposizione delle transenne senza alcuna indicazione della motivazione ufficiale  ha impedito sosta e transito dei veicoli  ma non dei pedoni inclusi bambini che si recano alla vicina scuola  che  correrebbero ben altri rischi rispetto a chi passa a bordo di un autoveicolo  nel caso il palazzo non fosse ancora stato messo in sicurezza   E  in programma la riapertura del tratto a breve  Se non vi  pi alcun pericolo spero non occorra attendere ulteriori mesi per la semplice rimozione di qualche transenna  Grazie per l attenzione ,3,Manutenzione,cagliari
Rinnovo la segnalazione nxb  del    relativa al ripristino dei segnali di STOP e di CIRCOLAZIONE ROTATORIA in viapiazzadel Combattente La situazione e PERICOLOSA specie sul lato ovest per la scarsa visibilita dovuta al parcheggio auto    Saluti cordiali  Fabio Mantovani ,4,Sicurezza,negrar
da oltre  mesi  lampioni non sono funzionanti creando disagio soprattutto alle persone anziane per cortesia se potete intervenire  grazie ,2,Illuminazione,negrar
Questa come tante altre vie del Comune sono tempestate di buche da oltre un anno e fin ora sono state rattoppate quotalla peggioquot  Non pensate sia il caso di fare una bella asfaltatura definitiva invece di sprecare i ns soldi nel rifare Via Mazzini che non aveva urgenza di essere sistemata  Ma come sempre fate cio in cui trovate maggior interesse politico  Che amarezza  Questa e la quotns bella Italiaquot ,3,Manutenzione,negrar
IN VIA SAN FRANCESCO N   C E UNA CASA NON ABITATA CON UN GIARDINO DOVE LE STERPAGLIE HANNO RAGGIUNTO IL CONDOMINIO CONFINANTE  QUANDO PIOVE  POI SI FORMA UN RISTAGNO D ACQUA MOLTO GROSSO CHE ALLAGA I GARGAGES DEI DUE CONDOMINI CONFINANTI  ,4,Sicurezza,negrar
SEGNALO TOTALE INCURIA CESPUGLI INCOLTIRIFIUTI PISTA CICLABILE LUNGO CANALE MAMMARRANCA  SAREBBE OPPORTUNA MANUTENZIONE ,1,Ambiente,cagliari
problema posizionamento cassonetti per i rifiuti segnalo la inadeguatezza e la pericolosit per i pedoni del posizionamento dei cassonetti per i rifiuti in via Eleonora D Arborea angolo via Lanusei sempre stracolmi  perch sono stati eliminati in p zza Costituzionepericolosi perch per i pedoni non c e spazio su marciapiede occupato dai cassonetti e perch il lato opposto  occupato da transenne        ,1,Ambiente,cagliari
Si segnala ai competenti uffici che la crescita del erba e eccessiva nelle aree verdi della zona di Novare  si richiede l intervento degli addetti al taglio e molti cittadini mi fanno notare e chiedono una maggior attenzione dell addetto allo svuotamento in estate visto le festine che molte famiglie fanno per i figli ecc ecc  si dovrebbe svuotare in piu volte alla settimana i sacchetti che tracimano e sporcano  mettiamo piu cestini o il ricambio dei sacchetti dei cestini portarifiuti in piu giorni della settimana intorno alla piazza rossa  inoltre si richiede l intervento di un addetto per la pulizia della piazza dopo il mercato del sabato mattina purtroppo si nota spesso avanzi e residui di frutta e verdura che fanno un brutto vedere  la zona e super frequentata da molta gente    ,1,Ambiente,negrar
all incrocio con via giovanni XXIII c e  un palo indicazione quotdare precedenzaquot quasi troncato alla base e con segnaletica girata  che non si vede ,4,Sicurezza,negrar
Buonasera  chiedo cortesemente se potete indicare quando verra ultimato il lavoro in corso all imbocco di Valparaiso Risulta spesso difficoltosa l entrata e l uscita sulla provinciale Ringrazio  cordiali saluti  ,3,Manutenzione,negrar
Salve  ho gi inviato una segnalazione circa un guasto al lampione di VIA DEL FOSSARIO    CAGLIARI mentre ho avuto difficolt a inserire la mappa ,2,Illuminazione,cagliari
Segnalo la presenza di roditori di grossa taglia nella zona dei cassonetti e limitrofe abitazioni adiacenti il piccolo condominio  Si chiede urgente intervento  Grazie ,1,Ambiente,negrar
Gentilissimi  vorrei segnalare che in VIA MACHIAVELLI  all altezza del civico   la lampada del lampione di pubblica illuminazione non funziona da alcune settimane  Non posso sapere se il problema vi  gi stato segnalato da altri utenti  ma vi sarei grato se poteste porre rimedio al disagio  Anticipatamente ringrazio  Cordiali ,2,Illuminazione,cagliari
Il    segnalazione N avevo segnalato la presenza di una buca sul marciapiede all altezza del civico  di Largo Gennari  Il cemento sotto le piastrelle aveva ceduto e si era aperta una buca tra il portone del civico  e la colonnina per il controllo dei semafori   Dopo qualche giorno  stata sistemata una transenna precaria precaria perch ogni volta che soffia il maestrale  cade per terra e null altro  stato fatto  A distanza di quasi tre mesi siamo punto e a capo ,3,Manutenzione,cagliari
Quartiere Arena Verde completamente al buio  Si richiede intervento  Grazie ,2,Illuminazione,negrar
Salve  il lampione della via dei fiori in corrispondenza del n c   non funziona  Per quale anno sar previsto il suo ripristino  Grazie ,2,Illuminazione,cagliari
La chiavica della strada comunale scarica acqua su strada vicinale che porta al podere Alceta rendendo impraticabile la strada  La chiavica necessita di ulteriore canalizzazione ,1,Ambiente,castelnuovo
Riguardo la raccolta a domicilio dei rifiuti  desidero segnalare che la raccolta del secco prevista solo una volta alla settimana e davvero troppo poco  Spero che si possa tornare alla raccolta del secco due volte alla settimana ,1,Ambiente,negrar
invito a verificare la situazione che si crea  nonostante il divieto di transito durante gli orari di entrata e uscita degli alunni delle scuole elementari quotparcheggiquot in tripla fila macchine lasciate sui due lati e nella corsia di transito per circa mezz ora ogni giorno  impedendo ogni accesso anche ad eventuali mezzi di soccorso e creando disagio a chi potrebbe comunque accedere   Grazie,4,Sicurezza,negrar
Si segnala la situazione di pericolo nell incrocio tra via Montagnola  Vivaldi e via Boscopiano legata alla mancata definizione della segnaletica orizzontale la linea di STOP e completamente cancellata Si chiede inoltre di sostituire lo specchio presente con uno  di grandi dimensioni  in modo da favorire la visione tra l intersezione delle vie citate in particolare la curva che da via Boscopiano scende verso via Montagnola Grazie,4,Sicurezza,negrar
Volevo  segnalare che nonostante le rassicurazioni in Viale Merello all   altezza dei civici  siamo ancora in attesa di sopralluogo per verificare la possibilit di tracciare delle nuove strisce pedonali Oramai a causa della velocit folle  di auto e moto  impossibile attraversare e le pi vicine strisce sono a oltre   metri   Grazie,3,Manutenzione,cagliari
Nonostante le diverse segnalazioni telefoniche nell impianto di irrigazione del giardino fra i numeri civici  e  della via Machiavelli continuano a verificarsi notevoli perdite di acqua durante le ore di funzionamento  Queste perdite stanno provocando gravi danni al palazzo confinante in particolare all ufficio del civico  e allagamenti dei garage del civico   Preghiamo per un sollecito intervento onde evitare ulteriori danni dei quali riterremo responsabile codesta Amministrazione  Cordiali saluti  Romano Atzeni  Via Machiavelli  ,1,Ambiente,cagliari
Continua la sosta selvaggia in via giardini angolo via macomer dell autovettura nissan  micra di colore grigio   e continuano le mie segnalazioni   Ormai da diverse settimane dal venerd pomeriggio fino al luned mattina l autovettura  parcheggiata ininterrottamente   Vogliate cortesemente invitare il proprietario a rispettare i divieti   Vi ringrazio ,4,Sicurezza,cagliari
Salve   si richiede cortesemente il ripristino del cassonetto per raccolta differenziata di carta e il cartone   Cordiali saluti   Giuseppe Putzolu,1,Ambiente,cagliari
in corrispondenza del cancello pedonale del civico n   si e formato un avvallamento e in caso di pioggia fa ristagnare l acqua che  al transito dei veicoli  provoca disagio ai residenti,3,Manutenzione,negrar
Sono un cittadino residente in Via Valparadiso  e vorrei segnalare che a differenza di tutti gli altri anni e in violazione di accordi precedenti  quest anno non e stata attivata dal comune l irrigazione notturna dell area verde situata in via Valparadiso fraz  S Maria  L irrigazione che avviene mediante impianto automatico che i residenti hanno finanziato fin dalle prime opere sulla lottizzazione  prevede che a fronte del costo dell installazione il originaria il Comune di Negrar avrebbe assicurato la fornitura dell acqua e  dal collaudo  la gestione dell accensione e dello spegnimento dell impianto Questo accordo ha assicurato negli anni il decoro dell area verde e la manutenzione in ottimo stato del patrimonio piantumato Segnalo che quest anno non e stato attivato l impianto e stanti le attuali condizioni climatiche il verde pubblico e in grande sofferenza Chiedo pertanto a nome dei residenti della zona un tempestivo intervento di attivazione dell impianto per ripristinare le condizioni minime del patrimonio verde della zona In attesa di un tempestivo e cortese riscontro porgo distinti saluti Riccardo Scaglioniriccardoscaglionitiscali it ,1,Ambiente,negrar
In via Mazzini   rami di pianta coprono il segnale verticale di parcheggio ,1,Ambiente,negrar
Salve    Via Pinetti  in dissesto totale da pi di due anni  in pi chi giunge da via Cuneo non ha nessun ausilio tipo uno specchio per poter   controllare il traffico che sopraggiunge dalla rotondo posta all incrocio   tra via Riviera e via Pinetti    Senza lo specchio si  quindi costretti ad immettersi su via Pinetti per poter controllare il sopraggiungere di altre autovetture  con grosso rischio incidenti     Grazie  Cordiali saluti  Busso,3,Manutenzione,volpiano
L illuminazione stradale sul Viale lungo saline  da via Montecristo a Via Ischia  spemta da pi di una settimana   con grave pericolo per la circolazione veicolare e pedonale  ,2,Illuminazione,cagliari
Via Lombardia e nel rione  in riferimento alle segnalazioni n    e n   ecc  Ritengo che in una settimana abbiate avuto modo di verificare per provvedere che la situazione NON  risolta ma ulteriormente peggiorata  ripeto  le espressioni prodotte dai loppidi non vengono raccolte n dai proprietarie o di che ne fa le veci  n tanto meno dall operatore ecologico  che non svolge il lavoro cos come richiesto dal Servizio di Igiene del Suolo   Allego immagini casuali  purtroppo lo stesso si verifica in tutta Cagliari  Le foto inviatemi in seguito al sopralluogo da parte del Servizio Igiene del Suolo sono riprese da lontano perci non dimostrano la corretta pulizia del marciapiede  Cordiali saluti ,1,Ambiente,cagliari
Volevo segnalare che i dispositivi SOS degli ascensori del Rione Castello sono fuori uso da diversi giorni  Grazie,3,Manutenzione,cagliari
Risoluzione problemi parchiggi nei pressi della Ditta Giorgio Grati,4,Sicurezza,camerano
Buongiorno    volevo sapere quando  prevista l asfaltatura del nuovo tratto finale  di Via Rovigo e l installazione della relativa illuminazione pubblica  Mi   rendo conto che sono presenti edifici da completare  ma per chi ci vive gi da quasi due anni come la mia famiglia  il fatto di avere una strada incompleta provoca dei grandissimi disagi  soprattutto quando piove  creando veri e propri acquitrini se non addirittura paludi   Grazie per la considerazione  Cordiali saluti  MF,3,Manutenzione,volpiano
presenza di foglie e rifiuti lungo il Viale dell Ospedale  in prossimita degli accessi alle celle e nei parcheggi adiacenti l ospedale Segnalazione telefonica,1,Ambiente,negrar
Buongiorno  volevo segnalare il guasto di un lampione che e situato all inizio di via Vasco De Gama parte destra che affianca la mia abitazione di Carlo Montanari b  rendendo il passaggio sul marciapiede pericoloso perche e nel buio totale  Ringrazio anticipatamente ,2,Illuminazione,negrar
Mi par doveroso segnalare la situazione che si sta creando nel Vicolo II Carloforte  e precisamente nel tratto tra via Mameli e Via Pola  dove alcuni extracomunitari stendono biancheria  teli e quant altro con grave pregiudizio per l igiene e il decoro  ,4,Sicurezza,cagliari
In seguito all  ordinanza del sindacohttpwww comunenegrar itturismoitinerari asppoattachmentnews php idOsservo quanto segueSu territorio di Montecchio circa il  degli abitanti  non ha adeguato al taglio dei rami che invadono sul suolo publico  Due di questi piu pericolosi in assoluto sono la proprieta che si trova sull incrocio Campi di Sotto e Campi di Sopra oltre ad aver coperto il cartello stradale i rami invadono la strada occupandone la meta  In piu  questo incrocio e in curva  Secondo  un appezzamento di terreno con una discarica a cielo aperto con baracche e cose simili  rovi che vengono sulla strada coprendo la visibilita della curva  Con ubicazione sotto la trattoria di Belvedere  Il resto si puo rilevare facendo un sopralluogo adeguato da parte Vostra  Certi della Vostra collaborazione attendiamo l intervento  Grazie,4,Sicurezza,negrar
Si segnala lampione n  spento da alcuni mesi ,2,Illuminazione,negrar
manca pubblica illuminazione su tutta la via ,2,Illuminazione,negrar
IMPIANTO ILLUMINAZIONE PUBBLICA Si segnala che da mesi oramai un palo illuminazione  spento ed inoltre un altro palo era caduto e non  mai stato ripristinato a fianco cassonetti spazzatura,2,Illuminazione,cagliari
Nella parte alta di Valfiorita in particolare ma anche davanti al n   ci sono pericolosissime buche nell asfalto  Chiamarle buche ormai e un eufemismo perchxe stanno assumendo l aspetto di voragini  Ci sono da mesi e mi chiedo come sia possibile  ,3,Manutenzione,negrar
Passaggio pedonale da ridipingere perch non pi visibile quindi pericoloso segnalazione n del   stata chiusa il  ma i lavori quando li fate        saluti,4,Sicurezza,camerano
N   LAMPIONE BRUCIATO DA  MESI TRA VIA UMBERTO I E VIA MONUMENTO N    VICINO NEGOZIO CAPRINI,2,Illuminazione,negrar
Segnalo spostamento dello specchio situato in viale europa all uscita di via sant antoniorisulta impossibile vedere l arrivo di auto e pertanto pericoloso immettersi nel viale suddetto Grazie,4,Sicurezza,negrar
Diversi giorni che il lampione e spento,2,Illuminazione,negrar
Ieri notte   giugno  transitavo in via Palestrina verso le   Ho notato  vicino ad ogni caditoia  un grande numero di blatte vive e vitali  So che anche in altri quartieri per esempio Stampace molte persone si lamentano  Che cosa pensa di fare il Servizio Igiene Urbana del Comune  Mi pare gi tardi ,1,Ambiente,cagliari
Buon pomeriggio  vorrei segnalarvi che al civico  di Via Foscolo  comparso un secondo e maleodorante contenitore dell umido  Chiedo cortesemente una verifica per appurare se sia opera di qualche cittadino che si crede pi sensibile degli abitanti del nostro palazzo  Grazie ,1,Ambiente,cagliari
 breve percorso ciclopedonale sulla provinciale che va dal bivio della nuova lottizzazione di san vito al distributore AGIP Le piante ostruiscono il passaggio ,1,Ambiente,negrar
Il segnale della fermata dello scuolabus  pericolosamente inclinato verso la strada  Potrebbe danneggiare gli automezzi che transitano,4,Sicurezza,camerano
Vorrei segnalare che in piazza Maremma parte alta   stata lasciata la carcassa di uno scooter  Sarebbe necessario rimuoverla  Ringrazio anticipatamente  ,4,Sicurezza,cagliari
Continua il parcheggio ad oltranza dell autovettura  nissan  micra targa CC       di colore grigio in via giardini angolo via macomer   E  comparso anche il cartello con la scritta guasta  Ma tanto dalle   alle   e anche dopo le   non passa nessuno per controllare chi  in possesso del pass  Il proprietario potrebbe  evitare anche questa inutile segnalazione visto che la vettura  parcheggiata gi da ieri ,4,Sicurezza,cagliari
lampioni spenti da municipio a chiesa,2,Illuminazione,negrar
Nella via Carloforte n  hanno lasciato due vecchi divani  sul marciapiede  urge intervento Grazie,1,Ambiente,cagliari
manca una lampadina,2,Illuminazione,negrar
si segnala necessita di sfalcio prato quartiere Arena Verde  in entrambi i giardini ,1,Ambiente,negrar
Tutta la fila di tigli xc DA POTARE   In quanto  oltre a produrre in estate un quantitativo enorme di foglie e   sporco resina       diversi rami quot si protendonoquot nel mio giardino creando sporco di fiori e fogliame     Inoltre quando viene fatta la pulizia delle foglie secche a terra   viene sempre lasciato un mucchio enorme di foglie davanti ad un cancello prima del ponticello come fosse quotterra di nessunoquot    che al primo vento   si sparge dappertutto    Attendo intervento grazie  ,1,Ambiente,negrar
rovi e arbusti intralciano e rendono difficile il passaggio sul camminamento confinante con Villa Rizzardi  sfalcio peraltro gia richiesto con segnalazione n  ,1,Ambiente,negrar
manca l illuminazione in tutta la via da tre giorni  Gia segnalato il guasto del primo e terzo lampione circa  giorni fa  la strada non e dotata di marciapiede e quindi pericolosa anche per i pedoni ,2,Illuminazione,negrar
buongiorno  pecore al pascolo dietro il cimitero s michele  sono tornate dopo aver stazionato al Brotzu  considerato che non DEVONO pascolare nei centri abitati per vari motivi che Voi ben sapete  mi chiedo  e sicuramente non sono il solo  perch non si riesce a risolvere il problema una volta per tutte  scusandomi per il disturbo  ma sono tante le segnalazioni al riguardo  non ultima l interessamento dei media a livello nazionale oltre ad alcune interrogazioni di alcuni consiglieri regionali  cordialmente saluto  walter lopis ,4,Sicurezza,cagliari
quarto lampione in direzione chiesa  non funzionante,2,Illuminazione,negrar
In via Udine  fronte al n   vi  una buca nella strada con la particolarit che al centro di essa    affiora uno SPUNTONE  d acciaio   a filo strada     Oltre al pensare ad una possibile foratura per le auto  secondo me  pericolosa per le moto   in quanto diventa invisibile durante un temporale    xch  ovvio   si riempie d acqua     E Berruti,3,Manutenzione,volpiano
Arrivando da Arbizzano  qualche metro prima dell ingresso in Valfiorita  c e un tombino ENI tondo che sobbalza ogni volta che ci passa una macchina  A me sembra pericoloso Grazie e buongiorno,3,Manutenzione,negrar
Buongiorno  segnalo una situazione costante in via san Michele  al semaforo verso viale Sant Avendrace il passaggio al semaforo  costantemente ostacolato da mezzi parcheggiati in divieto di fermata doppia e tripla file  talvolta occupando anche la pista ciclabile per l accesso al bar ubicato subito dopo il semaforo stesso  Ogni mattina tra le  e le  si crea una notevole coda di macchine e il traffico  rallentato dalla presenza di questi mezzi che non possono sostare nemmeno per la sola fermata in quel punto  Inoltre le medesime macchine sono parcheggiate anche sulla pista ciclabile  E  possibile far effettuare controlli costanti ai vigili ,4,Sicurezza,cagliari
Lampada spenta ,2,Illuminazione,negrar
Lo specchio posizionato all uscita di via Sauro e opaco  Sarebbe necessario sostituirlo con uno nuovo,4,Sicurezza,negrar
Buonasera  vorrei segnalare la totale assenza di segnalazione stradale sulla pavimentazione di via Lein nel tratto iniziale in provenienza da Lein fronte stabilimento Sparco   La pericolosit di tale mancanza lo potuta riscontrare nelle serate dove era presente la nebbia la scarsa illuminazione il restringimento della   carreggiata prima dell arrivo al ponticello  ma soprattutto la mancanza di   segnalazione sul manto stradale rende la percorribilit del tratto estremamente pericoloso   Spero che la segnalazione venga considerata con una certa importanza visto   l avvicinarsi della stagione fredda dove le serate con la nebbia hanno   probabilit maggiore     Grazie per l interessamento     Giuliana De Cillis,4,Sicurezza,volpiano
si richiedono cestini per raccolta rifiuti e deiezioni cani ,1,Ambiente,negrar
La strada adiacente al muro della Villa di Novare Per le Roselle non esposti i dati anagrafici del lavoro  e ancora chiusa ben oltre la scadenza prevista dalla circolare da voi inviatami a novembre proroga dell ordinanza n   dell      relativa a  L istituzione del divieto di transito veicolare e pedonale dalle ore   alle ore   dal giorno    al giorno    nella strada vicinale delle Roselle  nel tratto interessato dai lavori Vi ringrazio anticipatamente pe la disponibilita,4,Sicurezza,negrar
Segnalo che con le piogge di questi giorni  l illuminazione tra via Mincio e via Campo Scipione non funziona  E  tutto spento  Sicuro di sollecito intervento saluto e ringrazio,2,Illuminazione,cagliari
Percorrendo la Via Liguria direzione via Campania   quando si svolta per la Via Trentino il cartello che indica la direzione a chi proviene dal senso di marcia contrario ostruisce la visibilit costringendo chi svolta  ad avanzare pericolosamente rischiando l urto con i veicoli provenienti dalla Via Campania a cui si deve precedenza,3,Manutenzione,cagliari
I tempi di attesa del verde  del semaforo posto all ingresso del quartiere Arena Verde  sono un po  troppo lunghi  Purtroppo  molti pedoni attraversano la strada con il rosso  senza attendere il verde    Invito chi di competenza ad effettuare un controllo ed eventuale modifica  Grazie,4,Sicurezza,negrar
All altezza della casa avente il numero civico  e presente un lampione che ha smesso di funzionare ,2,Illuminazione,negrar
In via del Pozzetto lato numeri pari  il marciapiede posto fra via del Sestante ed il civico   un vero campo di battaglia pieno di buchi ed avvallamenti  Durante la giornata ho visto pi di una persona anziana in difficolta nel superare questo tratto  per non parlare di chi ha difficolta motorie giovane o vecchio che sia  Quando poi  sera le difficolta si moltiplicano  Prego il servizio comunale addetto  porvi rimedio quanto prima  Grazie Cordiali saluti Piergiorgio Frecchiami ,3,Manutenzione,cagliari
Vorrei segnalare nella zona di Capo S Elia zona parcheggio  spiaggietta di S Eliail degrado in cui versa l area   Nella spiaggia inoltre  non esistono cestini per i rifiuti e la zona  stata scambiata purtroppo in una discarica a cielo aperto con ogni genere di rifiuti compresi mobili e rifiuti inerti ,1,Ambiente,cagliari
A distanza di oltre due mesi dalla segnalazione n   del    e malgrado il sollecito n   del     non ho ancora ricevuto alcuna risposta dagli uffici competenti ed il problema segnalato non  stato risolto  Mi piacerebbe sapere che senso ha mantenere un servizio segnalazioni  dove la maggior parte delle segnalazioni rimangono nello stato di presa in carico per un tempo a volte infinito  ma non viene fornita nel frattempo alcuna risposta da parte degli uffici competenti  in questo caso il Servizio Mobilita   Infrastrutture viarie e Reti  Faccio presente che prima di effettuare le segnalazioni in oggetto  avevo gi effettuato pi segnalazioni tramite lufficio URP  non ricevendo anche in tal caso alcuna risposta da parte del competente ufficio  Trovo questo silenzio unassoluta mancanza di rispetto nei confronti dei cittadini   per cui PRETENDO come  giusto che sia   una risposta da parte di tale ufficio o da parte del competente assessore  ed anche una soluzione al problema segnalato  Ricordo che la richiesta era molto semplice si chiedeva di ripristinare i cartelli  in Via Mameli che indicavano i parcheggi per i residenti  cartelli tolti durante lesecuzione degli infiniti e pessimi lavori svolti in tale via ,3,Manutenzione,cagliari
nonostante la segnalazione in data    pratica n    i residenti di via delle coste al n  civico  persistono nel parcheggiare le macchine in curva  per poco l altra sera non c e stato un frontale  ricordo che siamo in estate e ci sono parecchi bimbi che girano in bici con conseguenze rischiose per loro perche in quanto piccoli non si rendono conto del pericolo  siamo a richiedere ancora che per lo meno si metta un cartello col divieto di parcheggio  grazie anche a nome dei bambini,4,Sicurezza,negrar
La stradina che  confina con la villa mazzi e invasa dai rami delle piante che fuoriescono dal muro di cinta  Ormai bisogna abbassare la testa per non sbatterci contro  Visto che ogni giorno molta gente ci passa a piedi sarebbe necessario indurre il giardiniere della villa a tagliare tutti i rami che sporgono ,4,Sicurezza,negrar
chiede il riposiziona della targa viaria,4,Sicurezza,camerano
Segnalo palo n  spento,2,Illuminazione,negrar
fari piazza rossa spenti,2,Illuminazione,negrar
riporto segnalazione fatta il     se avete intezione di provvedere   altrimenti mi adeguero di consegueza sono passati piu di  mesi e mezzo dalla prima segnaoazione e nulla e stato fatto  come potete immaginare e peggiorato notevolmente ,3,Manutenzione,negrar
abito in via dei punici    da quando  stato istituito il senso unico  le auto parcheggiano sia sulla destra che sulla sinistra della carreggiata determinando spesso difficolt di transito non si potrebbe istituire il divieto di sosta sul lato destro o sinistro cos come  stato fatto per via bainsizza   Grazie,3,Manutenzione,cagliari
e inutile segnare le segnalazioni con stato verde o nero quando  la situazione rimane invariata     rinnovo le segnalazioni      e  ed attendiamo  al piu presto  che le situazioni vengano risolte definitivamente  dal momento che sono mesi e mesi che segnaliamo  ma le cose restano invariate  grazie ,1,Ambiente,negrar
Discarica a cielo aperto  Una piccola area fra via OlivesLiceo scientifico Michelangeloparco Giovanni Paolo IIcampo sportivo vedi mappa  una discarica a cielo aperto  contenente scarti di vario genere  completamente abbandonata  Vorrei sapere a chi rivolgermi per risolvere la situazione in quanto l area in oggetto ritengo sia alquanto pericolosa per lo stato di abbandono  per i danni che sta causando al muro di cinta della mia palazzinagarage compreso con cedimento dei pilastri di sostegno per lo stato di abbandono che cozza con l ottima manutenzione del Parco adiacente  In attesa di Vostra risposta porgo i miei pi sinceri saluti infosegnalazione gi inoltrata circa un anno fa  senza risposta   qui la situazione  peggiorata ulteriormente ,1,Ambiente,cagliari
E  possibile predisporre delle strisce pedonali rialzate con in dissausori in Via Cornalias  zona Abbanoa  Oggi l ennesimo incidente  Forse non ci si rende conto che in quel tratto di strada si corre quasi sempre il chilometro lanciato a velocit impressionanti  Gi qualche mese ci stava per scappare il morto  Non voglio aggiungere altro   httpwww unionesarda itarticolocronacacagliariennetravoltadaunautoinviacornalias html,4,Sicurezza,cagliari
In via Delle Fosse Ardeatina  fronte scuola  due rami grossi di pino stanno rompendosi con grossi rischi x i passanti ,1,Ambiente,cagliari
Davanti alla scuola elementare di via Is Guadazzonis dove conferiscono i rifiuti i condomini di via Cesalpino il cassonetto destinato all umido  mancante dai primi del mese di dicembre e si  costretti ad utilizzare il cassonetto dell indifferenziato ,1,Ambiente,cagliari
manca pubblica illuminazione dal civico  in avanti,2,Illuminazione,negrar
Ci sono i cestini da svuotare nei giardini  Raccomando agli operatori ecologici di provvedere a mettere i sacchetti  grazie  Anche se tagliaste l erba non sarebbe male    ,1,Ambiente,negrar
Buongiorno   vorrei conoscere PUBBLICAMENTE la motivazione per cui  nonostante la copiosa raccolta firme dei cittadini  non si  mai provveduto a sistemare CON COSCIENZA I DOSSI TROPPO ALTI DISSEMINATI NELLE VIE DEL CENTRO E IN PIAZZA   CAVOUR  DOVE ANCHE VOLENDO NON SI PU SUPERARE LA VELOCITA  PASSO  D UOMO     Grazie,3,Manutenzione,volpiano
Lampione che si accende e spegne continuamente,2,Illuminazione,cagliari
Sarebbe possibile riavere il bidone dell umido nella via s Restituta  Manca da mesi  Inoltre i cassonetti dell indifferenziato sono unti e bisunti  e cos anche il bel lastricato stradale su cui poggiano  Grazie ,1,Ambiente,cagliari
salve  volevo segnalare lo stato del manto stradale di valfiorita  santa maria  che ormai da anni e in uno stato penoso con buche e tombini sporgenti che piu di una volta hanno causato la rottura di fanali di macchine motorini e anche pneumatici grazie della vostra attenzione Giulia ,3,Manutenzione,negrar
Quando verr  finita la rotonda in uscita da Volpiano verso strada Cebrosa   cordiali saluti   Gianfranco Ballesio,4,Sicurezza,volpiano
A seguito della segnalazione di oggi  comunico che i lampioni tra via Mincio e via Campo Scipione sono accesi grazie e scusate per la segnalazione precedente  Buone feste,2,Illuminazione,cagliari
Buonasera  vorrei segnalare che il cassonetto per la raccolta rifiuti umido che si trova nella via Scirocco dopo il civico  stesso lato  non consente l apertura ampia attraverso l apposito pedale tale da permettere l introduzione delle buste  Si e  pertanto costretti ad operare l apertura con una mano  che comunque non e  agevole soprattutto per le persone anziane  e soprattutto andando a impugnare la maniglia del coperchio  L operazione  come si puo  ben capire  e  tutt altro che igienica  considerato anche che il grosso cassonetto sta sotto gli alberi ed e  quindi sempre lurido di escrementi di piccioni e altri uccelli  Grazie,1,Ambiente,cagliari
siepi ed erbacce stanno invadendo la gia stretta carreggiata    ,1,Ambiente,negrar
Vista l inerzia di questa Amministrazione nell affrontare il problema della messa in sicurezza della strada via Vivaldi  considerato che ormai la situazione e insostenibile  che col sopraggiungere del freddo aumentera il rischio di incidenti  si chiede a codesto spettabile Comando di intervenire urgentemente apponendo adeguata segnalazione di avvertimento dello stato di pericolosita del fondo stradale ,3,Manutenzione,negrar
Buongiorno  premesso che ritengo non rientri nella Vostra diretta competenza ma essendo Voi il mio comune di appartenenza e non sapendo a chi altri rivolgermi probabilmente Provincia di Verona Vi prego di voler intervenire in quanto la strada che scendde da Via Campia di Sopra o di sotto verso Quinzano e stata oggetto di un primo intervento di erosione graffiatura parallela e perpendicolare dell asfalto circa  giorni fa per poi essere abbandonata cosxec pericolosissima e quotdistruttivaquot per automobili e mezzi vari a  e  ruote  Come se non bastasse quello che avevano fatto le intemperie ora ci si e messo di mezzo anche qualche ente VI PREGO DI INTERVENIRE CON CHI DI COMPETENZA  GRAZIE ,3,Manutenzione,negrar
Egregi Signori chiedo gentilmente il divieto di passaggio a mezzi pesanti pullman e camion in via Poiega  poichxe ad ogni passaggio vi xe una notevole vibrazione dell edificio in cui abito  Faccio inoltre presente che all inizio della via vi xe il divieto di transito a veicoli con altezza superiore ai   metri  divieto che chiedo sia posto anche in discesa  Grazie,4,Sicurezza,negrar
Salve  segnalo l erba alta vedi foto in allegato nei giardini di via Monsignor Botto  Il rischio  quello che cornacchie  topi e zecche possano infestare la zona e sconfinare nei giardini privati delle case circostanti  Certo di un cortese riscontro e una pronta risoluzione del problema  porgo i personali saluti  Ennio Neri,1,Ambiente,cagliari
